t = 1.1e-12, u =     996.556 1.11852e+08 2.83735e+21     52.2392 2.83735e+21     1734.23, Te = 889.016, T = 300
t = 1.15e-12, u =     996.556 1.11852e+08 2.96932e+21     54.7016 2.96932e+21     1814.89, Te = 889.548, T = 300
t = 1.2e-12, u =     996.556 1.11852e+08 3.10129e+21     57.1701 3.10129e+21     1895.55, Te = 890.128, T = 300
t = 1.25e-12, u =     996.556 1.11852e+08 3.23326e+21     59.6449 3.23326e+21     1976.21, Te = 890.756, T = 300
t = 1.3e-12, u =     996.556 1.11852e+08 3.36523e+21     62.1266 3.36523e+21     2056.87, Te = 891.433, T = 300
t = 1.35e-12, u =     996.556 1.11852e+08  3.4972e+21     64.6154  3.4972e+21     2137.53, Te = 892.157, T = 300
t = 1.4e-12, u =     996.556 1.11852e+08 3.62917e+21     67.1117 3.62917e+21      2218.2, Te = 892.929, T = 300
t = 1.45e-12, u =     996.556 1.11852e+08 3.76113e+21     69.6158 3.76113e+21     2298.86, Te = 893.747, T = 300
t = 1.5e-12, u =     996.556 1.11852e+08  3.8931e+21     72.1282  3.8931e+21     2379.52, Te = 894.611, T = 300
t = 1.55e-12, u =     996.556 1.11852e+08 4.02507e+21      74.649 4.02507e+21     2460.18, Te = 895.521, T = 300
t = 1.6e-12, u =     996.556 1.11852e+08 4.15704e+21     77.1788 4.15704e+21     2540.84, Te = 896.477, T = 300
t = 1.65e-12, u =     996.556 1.11853e+08 4.28901e+21     79.7178 4.28901e+21      2621.5, Te = 897.477, T = 300
t = 1.7e-12, u =     996.556 1.11853e+08 4.42098e+21     82.2662 4.42098e+21     2702.17, Te = 898.521, T = 300
t = 1.75e-12, u =     996.556 1.11853e+08 4.55295e+21     84.8246 4.55295e+21     2782.83, Te = 899.61, T = 300
t = 1.8e-12, u =     996.556 1.11853e+08 4.68492e+21     87.3931 4.68492e+21     2863.49, Te = 900.741, T = 300
t = 1.85e-12, u =     996.556 1.11853e+08 4.81689e+21      89.972 4.81689e+21     2944.15, Te = 901.916, T = 300
t = 1.9e-12, u =     996.556 1.11853e+08 4.94886e+21     92.5618 4.94886e+21     3024.81, Te = 903.133, T = 300
t = 1.95e-12, u =     996.556 1.11853e+08 5.08083e+21     95.1626 5.08083e+21     3105.47, Te = 904.393, T = 300
t = 2e-12, u =     996.556 1.11853e+08  5.2128e+21     97.7747  5.2128e+21     3186.14, Te = 905.693, T = 300
t = 2.05e-12, u =     996.556 1.11853e+08 5.34477e+21     100.399 5.34477e+21      3266.8, Te = 907.035, T = 300
t = 2.1e-12, u =     996.556 1.11853e+08 5.47674e+21     103.034 5.47674e+21     3347.46, Te = 908.417, T = 300
